#{"t_start": 1544998356.0760517, "env_id": "FrozenLake8x8-v0"}
r,l,t
0.0,29,0.341407
0.0,44,0.341942
0.0,17,0.342169
0.0,25,0.342499
0.0,7,0.342617
0.0,22,0.342902
0.0,15,0.343106
0.0,76,0.344015
0.0,12,0.344184
0.0,11,0.344342
0.0,18,0.344581
0.0,54,0.345232
0.0,26,0.345572
0.0,25,0.345891
0.0,8,0.346013
0.0,77,0.346926
0.0,11,0.347082
0.0,17,0.347307
0.0,6,0.347407
0.0,44,0.347951
0.0,62,0.348689
0.0,47,0.349302
0.0,11,0.349475
0.0,28,0.349831
0.0,18,0.35007
0.0,21,0.350344
0.0,16,0.350559
0.0,15,0.350762
0.0,48,0.35135
0.0,48,0.351934
0.0,16,0.352149
0.0,31,0.35254
0.0,48,0.353131
0.0,43,0.353671
0.0,25,0.353994
0.0,29,0.354365
0.0,35,0.354803
0.0,12,0.354973
0.0,63,0.355733
0.0,41,0.35624
0.0,14,0.356433
0.0,23,0.356731
0.0,22,0.357018
0.0,80,0.357989
0.0,15,0.358197
0.0,23,0.358494
0.0,16,0.358708
0.0,14,0.3589
0.0,22,0.359185
0.0,63,0.359944
0.0,24,0.360251
0.0,76,0.361158
0.0,110,0.36247
0.0,12,0.362641
0.0,20,0.362913
0.0,21,0.363188
0.0,12,0.363359
0.0,19,0.36361
0.0,15,0.363816
0.0,72,0.364695
0.0,85,0.365734
0.0,34,0.366161
0.0,20,0.366423
0.0,7,0.366534
0.0,40,0.36703
0.0,7,0.367143
0.0,83,0.368133
0.0,66,0.368928
0.0,11,0.369088
0.0,16,0.369305
0.0,36,0.369761
0.0,30,0.370143
0.0,68,0.370975
0.0,24,0.371287
0.0,42,0.371808
0.0,54,0.372469
0.0,32,0.372872
0.0,44,0.373426
0.0,29,0.373799
0.0,22,0.374092
0.0,8,0.374214
0.0,11,0.374372
0.0,125,0.37588
0.0,13,0.376064
0.0,7,0.376176
0.0,44,0.376723
0.0,23,0.37702
0.0,19,0.377272
0.0,48,0.377871
0.0,39,0.378357
0.0,34,0.378783
0.0,34,0.379211
0.0,50,0.379825
0.0,15,0.38003
0.0,13,0.380212
0.0,43,0.380744
0.0,60,0.381483
0.0,9,0.38162
0.0,18,0.381859
0.0,16,0.382076
0.0,32,0.382478
0.0,23,0.382778
0.0,13,0.382962
0.0,36,0.383421
0.0,37,0.383885
0.0,27,0.384232
0.0,12,0.384402
0.0,30,0.384781
0.0,18,0.385021
0.0,14,0.385214
0.0,15,0.38543
0.0,36,0.385879
0.0,54,0.386535
0.0,20,0.386799
0.0,33,0.38721
0.0,28,0.387566
0.0,7,0.387677
0.0,26,0.38801
0.0,13,0.388191
0.0,14,0.388386
0.0,27,0.388731
0.0,14,0.388923
0.0,42,0.389451
0.0,13,0.389634
0.0,15,0.389838
0.0,28,0.390195
0.0,78,0.391135
0.0,44,0.391676
0.0,20,0.391937
0.0,18,0.392174
0.0,25,0.392493
0.0,13,0.392673
0.0,20,0.392943
0.0,49,0.393552
0.0,28,0.393905
0.0,17,0.394132
0.0,11,0.394288
0.0,50,0.394949
0.0,61,0.395756
0.0,27,0.396103
0.0,24,0.396411
0.0,16,0.396628
0.0,20,0.39689
0.0,14,0.397083
0.0,66,0.397885
0.0,52,0.398514
0.0,50,0.39912
0.0,24,0.399425
0.0,14,0.399615
0.0,18,0.39985
0.0,33,0.400261
0.0,22,0.400545
0.0,12,0.400714
0.0,13,0.400894
0.0,17,0.40112
0.0,9,0.401265
0.0,68,0.40209
0.0,7,0.402205
0.0,19,0.402451
0.0,16,0.402664
0.0,20,0.402921
0.0,12,0.403115
0.0,102,0.404429
0.0,16,0.404646
0.0,33,0.405053
0.0,86,0.406081
0.0,89,0.407129
0.0,6,0.407229
0.0,13,0.407409
0.0,23,0.407703
0.0,32,0.408101
0.0,17,0.408327
0.0,24,0.408632
0.0,16,0.408844
0.0,39,0.409322
0.0,55,0.409994
0.0,15,0.410204
0.0,11,0.410361
0.0,7,0.410472
0.0,83,0.411458
0.0,31,0.411847
0.0,74,0.412724
0.0,43,0.413245
0.0,37,0.413718
0.0,50,0.414324
0.0,18,0.414561
0.0,15,0.414766
0.0,13,0.414956
0.0,56,0.415629
0.0,43,0.416155
0.0,22,0.416437
0.0,37,0.416889
0.0,9,0.417023
0.0,69,0.41786
0.0,28,0.418217
0.0,11,0.418374
0.0,32,0.41877
0.0,16,0.418985
0.0,65,0.419763
0.0,21,0.420033
0.0,17,0.420258
0.0,30,0.420633
0.0,11,0.42079
0.0,25,0.421108
0.0,16,0.421323
0.0,12,0.421502
0.0,16,0.421719
0.0,8,0.421841
0.0,72,0.4227
0.0,23,0.422996
0.0,33,0.423404
0.0,85,0.424408
0.0,24,0.424712
0.0,92,0.425812
0.0,19,0.426062
0.0,29,0.426422
0.0,84,0.427426
0.0,28,0.427781
0.0,33,0.428191
0.0,56,0.428869
0.0,12,0.429037
0.0,39,0.42953
0.0,20,0.429794
0.0,9,0.429931
0.0,49,0.430524
0.0,45,0.431077
0.0,45,0.431628
0.0,99,0.432805
0.0,10,0.432952
0.0,16,0.43317
0.0,43,0.433712
0.0,94,0.434835
0.0,21,0.435111
0.0,12,0.43528
0.0,62,0.436029
0.0,14,0.436221
0.0,69,0.437053
0.0,59,0.43778
0.0,20,0.438046
0.0,29,0.43841
1.0,86,0.439442
0.0,13,0.439625
0.0,22,0.439909
0.0,8,0.440033
0.0,27,0.440375
0.0,19,0.440626
0.0,22,0.440912
0.0,29,0.441278
0.0,22,0.441574
0.0,11,0.441734
0.0,80,0.442693
0.0,29,0.443061
0.0,15,0.443263
0.0,25,0.443579
0.0,43,0.444096
0.0,12,0.444264
0.0,17,0.44449
0.0,23,0.444784
0.0,73,0.44566
0.0,12,0.445832
0.0,82,0.446815
0.0,39,0.447297
0.0,12,0.447466
0.0,67,0.448273
0.0,86,0.44933
0.0,32,0.449749
0.0,63,0.450515
0.0,40,0.451008
0.0,34,0.451432
0.0,29,0.451799
0.0,8,0.451923
0.0,10,0.452076
0.0,25,0.452395
0.0,31,0.452782
0.0,42,0.453298
0.0,26,0.453641
0.0,17,0.453869
0.0,12,0.454038
0.0,38,0.454509
0.0,22,0.454793
0.0,8,0.454915
0.0,39,0.455398
0.0,39,0.455878
0.0,9,0.456012
0.0,52,0.456641
0.0,26,0.456973
0.0,16,0.457189
0.0,42,0.457731
0.0,18,0.457975
0.0,27,0.458418
0.0,20,0.458689
0.0,19,0.458942
0.0,153,0.460737
0.0,18,0.460976
0.0,37,0.461444
0.0,18,0.461684
0.0,17,0.46191
0.0,10,0.462056
0.0,46,0.462617
0.0,24,0.462926
0.0,30,0.4633
0.0,47,0.463867
0.0,35,0.464298
0.0,15,0.464499
0.0,17,0.464725
0.0,60,0.46545
0.0,54,0.466112
0.0,53,0.466752
0.0,54,0.467405
0.0,7,0.467517
0.0,56,0.46819
0.0,44,0.468724
0.0,19,0.468974
0.0,25,0.469292
0.0,10,0.469448
0.0,8,0.469573
0.0,33,0.469985
0.0,44,0.470531
0.0,15,0.470737
0.0,27,0.471075
0.0,16,0.471288
0.0,20,0.471548
0.0,21,0.471818
0.0,7,0.471929
0.0,32,0.472329
0.0,10,0.472475
0.0,43,0.472998
0.0,12,0.473166
0.0,29,0.473541
0.0,51,0.474168
0.0,23,0.47446
0.0,18,0.474698
0.0,43,0.475219
0.0,43,0.475744
0.0,16,0.475956
0.0,40,0.476445
0.0,55,0.477103
0.0,31,0.477496
0.0,101,0.47868
0.0,31,0.479067
0.0,14,0.479259
0.0,30,0.479636
0.0,37,0.480094
0.0,33,0.480543
0.0,38,0.481014
0.0,19,0.48126
0.0,38,0.48174
0.0,28,0.482095
0.0,20,0.482353
0.0,24,0.482659
0.0,12,0.482826
0.0,14,0.483017
0.0,56,0.483689
0.0,30,0.48425
0.0,34,0.484756
0.0,41,0.485284
0.0,33,0.485716
0.0,18,0.485963
0.0,19,0.486217
0.0,6,0.486317
0.0,8,0.486442
0.0,40,0.486943
0.0,24,0.487252
0.0,26,0.487582
0.0,23,0.48788
0.0,9,0.488014
0.0,27,0.488353
0.0,15,0.488555
0.0,44,0.489092
0.0,40,0.489593
0.0,58,0.490293
0.0,25,0.490612
0.0,95,0.491735
0.0,35,0.492174
0.0,50,0.492784
0.0,67,0.493602
0.0,32,0.494003
0.0,5,0.494092
0.0,22,0.494376
0.0,64,0.49514
0.0,16,0.495487
0.0,13,0.495682
0.0,43,0.496215
0.0,18,0.496455
0.0,14,0.496648
0.0,42,0.497181
0.0,10,0.49733
0.0,26,0.497705
0.0,19,0.497962
0.0,38,0.498432
0.0,126,0.499937
0.0,48,0.500529
0.0,11,0.500688
0.0,18,0.500926
0.0,27,0.501269
0.0,106,0.502563
0.0,33,0.502982
0.0,25,0.503299
0.0,50,0.503906
0.0,37,0.504373
0.0,76,0.505275
0.0,38,0.505759
0.0,51,0.506378
0.0,48,0.506964
0.0,18,0.507205
0.0,12,0.507376
0.0,68,0.508199
0.0,9,0.508335
0.0,13,0.508518
0.0,12,0.508689
0.0,24,0.508998
0.0,43,0.509541
0.0,23,0.509841
0.0,25,0.510159
0.0,26,0.51049
0.0,13,0.510672
0.0,55,0.511341
0.0,19,0.511592
0.0,24,0.511901
0.0,40,0.512391
0.0,31,0.512781
0.0,12,0.51295
0.0,6,0.51305
0.0,11,0.513209
0.0,9,0.513357
0.0,120,0.514784
0.0,15,0.51499
0.0,32,0.515397
0.0,13,0.515579
0.0,43,0.516104
0.0,44,0.516674
0.0,7,0.516804
0.0,31,0.517276
0.0,21,0.517595
0.0,18,0.517838
0.0,31,0.518234
0.0,21,0.518509
