#{"t_start": 1544913466.2766917, "env_id": "LunarLander-v2"}
r,l,t
-19.141853,104,44.498394
19.627284,83,44.53742
-29.294145,115,44.663503
-142.720167,225,44.808347
-15.694013,109,44.863326
23.507051,99,44.917508
-21.475471,64,44.949796
-79.46098,120,45.014648
-3.985837,100,45.066024
5.985199,81,45.10775
-19.347318,90,45.154196
-25.504859,101,45.266191
12.181576,111,45.319072
-2.717081,78,45.360904
8.403076,72,45.398015
-15.018258,110,45.456283
15.061403,74,45.494574
-8.276403,96,45.546743
-5.687885,110,45.604674
-0.125414,105,45.655733
-10.190961,62,45.683865
12.767784,84,45.724899
-23.733774,85,45.8366
11.528525,97,45.881202
-48.678183,95,45.92428
-1.075755,91,45.970886
-25.564419,95,46.017042
-90.210617,189,46.121112
0.952906,102,46.174841
3.550772,85,46.218004
7.570655,71,46.256161
15.097175,79,46.299899
31.824046,84,46.344643
-50.59348,88,46.444856
-22.306394,88,46.484087
-29.016524,94,46.531597
33.306642,82,46.570388
-24.384202,105,46.625146
23.455526,105,46.675836
-10.348885,99,46.725602
-14.537325,93,46.768855
-35.589189,122,46.825392
-0.065313,89,46.865626
-29.781236,93,46.973411
-38.201496,101,47.025258
-19.357551,100,47.074345
-2.301546,109,47.131243
-3.031359,91,47.175463
23.89051,84,47.214988
-3.618317,85,47.258114
-35.346204,102,47.315936
-6.259499,78,47.356499
-10.323289,91,47.401417
8.318646,86,47.44848
-28.377743,64,47.480999
-57.776343,135,47.617441
28.878181,116,47.672479
-24.961205,90,47.714373
210.679947,306,47.913254
-2.577123,105,47.962385
20.29861,85,48.002793
-24.993541,117,48.064459
-35.370359,89,48.111517
-3.506304,65,48.217179
221.160009,341,48.469751
45.423213,112,48.52899
0.488953,100,48.580256
18.29553,136,48.644883
-12.37125,94,48.692992
-6.667013,85,48.732976
29.798111,88,48.774636
-1.419552,77,48.8827
-5.198954,124,48.946732
-45.939478,81,48.983528
-19.324047,112,49.038655
-11.377962,87,49.080846
-23.32541,105,49.133515
-18.817293,116,49.191041
24.575955,97,49.244164
12.33314,108,49.298625
-5.966676,62,49.328798
-51.186161,188,49.487311
-21.418417,78,49.523711
-1.040932,124,49.582287
221.387625,222,49.711113
-8.488264,85,49.75297
-52.378295,77,49.786757
-66.746152,111,49.835529
-52.07351,82,49.872051
-21.417198,122,49.989103
-2.206473,97,50.034779
19.112195,97,50.078847
-28.955815,96,50.123209
-8.827789,127,50.187548
5.634097,128,50.246232
-46.182337,119,50.303941
4.601389,105,50.380808
15.784136,111,50.442876
212.379926,420,50.884418
11.955149,113,50.936423
39.087542,126,51.014376
-42.65574,112,51.066532
48.393498,144,51.135656
-83.732441,115,51.194719
-40.043579,103,51.243961
-67.92821,159,51.381448
-9.167704,105,51.432445
-32.383299,95,51.477744
-84.029826,258,51.620087
-116.209566,278,51.774279
-42.986317,103,51.822293
-46.894913,99,51.932115
-5.416817,114,51.987936
-115.121843,285,52.157058
-9.679918,85,52.198876
31.878808,87,52.242929
-70.057503,89,52.284438
35.134433,120,52.341049
-24.63308,140,52.40938
2.862293,86,52.519258
-6.712382,121,52.61851
0.82652,99,52.700538
-79.98488,101,52.769787
-24.911987,90,52.831343
-3.852905,105,52.887686
-76.455175,249,53.027128
-9.105989,123,53.092377
-48.728659,90,53.139101
-1.761345,108,53.294172
16.847345,91,53.366575
-58.15336,86,53.416066
-82.802085,298,53.616384
-49.088881,87,53.668513
-47.411999,103,53.728082
-104.546163,98,53.784547
11.214231,92,53.857724
-54.155257,85,54.017583
-58.052457,103,54.086351
28.613321,120,54.160302
-103.909993,194,54.313715
-34.31478,79,54.376842
-42.467422,93,54.44067
-22.636287,86,54.509238
-42.444963,101,54.583015
15.427701,139,54.690662
-37.510671,96,54.771344
-83.04483,206,55.018525
2.066952,113,55.094073
124.799745,673,55.900928
2.511317,92,56.048801
-5.564707,87,56.103653
-13.992992,127,56.18845
-10.913982,77,56.25248
272.424488,549,56.94653
43.266431,97,57.012429
-27.393821,123,57.205377
-12.086104,102,57.270919
7.119814,149,57.384264
10.923267,103,57.457264
-39.519081,100,57.52661
-79.825336,107,57.606548
-54.090868,137,57.698157
-42.238567,106,57.764864
-9.892294,113,57.836101
-13.919783,89,57.97206
41.554098,97,58.034297
5.189965,123,58.116803
32.753161,105,58.18708
-33.933571,124,58.287756
-22.039828,153,58.470765
226.185637,236,58.686162
-40.482519,95,58.755282
-2.41673,123,58.967686
6.370208,89,59.043101
-13.472373,102,59.143995
-22.016783,106,59.22469
13.328116,109,59.313138
-24.203884,114,59.389429
225.059313,245,59.588861
232.094109,408,60.127899
7.431187,92,60.196877
8.704339,111,60.273652
-62.532592,158,60.443732
-9.361398,116,60.540057
-13.04292,84,60.59902
-25.998949,131,60.70093
